npm warn exec The following package was not found and will be installed: serve@14.2.6
 INFO  Accepting connections at http://localhost:3000
 HTTP  6/16/2026 2:48:53 PM 127.0.0.1 GET /js/pwa.js
 HTTP  6/16/2026 2:48:53 PM 127.0.0.1 Returned 304 in 0 ms
 HTTP  6/16/2026 2:48:53 PM 127.0.0.1 GET /api/user?action=route-data
 HTTP  6/16/2026 2:48:53 PM 127.0.0.1 GET /api/user?action=config
 HTTP  6/16/2026 2:48:53 PM 127.0.0.1 GET /api/user?user_id=1
 HTTP  6/16/2026 2:48:53 PM 127.0.0.1 GET /header
 HTTP  6/16/2026 2:48:53 PM 127.0.0.1 GET /api/oauth?action=status
 HTTP  6/16/2026 2:48:53 PM 127.0.0.1 Returned 304 in 1 ms
 HTTP  6/16/2026 2:48:53 PM 127.0.0.1 Returned 404 in 4 ms
 HTTP  6/16/2026 2:48:53 PM 127.0.0.1 Returned 404 in 4 ms
 HTTP  6/16/2026 2:48:53 PM 127.0.0.1 Returned 404 in 3 ms
 HTTP  6/16/2026 2:48:53 PM 127.0.0.1 Returned 404 in 2 ms
 HTTP  6/16/2026 2:48:53 PM 127.0.0.1 GET /api/getHistory
 HTTP  6/16/2026 2:48:53 PM 127.0.0.1 Returned 404 in 1 ms
 HTTP  6/16/2026 2:48:55 PM 127.0.0.1 GET /sw.js
 HTTP  6/16/2026 2:48:55 PM 127.0.0.1 Returned 304 in 1 ms
